epoch,accuracy,f1-score,iou_score,loss,val_accuracy,val_f1-score,val_iou_score,val_loss
0,0.6378784775733948,0.33253106474876404,0.22721904516220093,0.6960563063621521,0.49753785133361816,0.12162167578935623,0.08954501897096634,1.2022591829299927
1,0.8024746179580688,0.5689977407455444,0.4445396661758423,0.4558280408382416,0.48372483253479004,0.14706015586853027,0.09920637309551239,0.9902404546737671
2,0.8038472533226013,0.5921524167060852,0.4717879891395569,0.43690788745880127,0.5088596343994141,0.11546950787305832,0.08653217554092407,1.194303274154663
3,0.8196591138839722,0.6309381127357483,0.5174904465675354,0.3977915048599243,0.5300959348678589,0.1279408484697342,0.09358250349760056,0.9630088806152344
4,0.8396532535552979,0.6450911164283752,0.5362927913665771,0.3814525306224823,0.5262666940689087,0.1195586547255516,0.08985443413257599,1.1391451358795166
5,0.831706702709198,0.6490519046783447,0.5424160361289978,0.3786403238773346,0.10064101219177246,0.03930528834462166,0.02130497433245182,1.1466642618179321
6,0.8328797817230225,0.6439484357833862,0.5339502096176147,0.38383403420448303,0.1407158374786377,0.07368774712085724,0.04070616886019707,1.042725682258606
7,0.8452717065811157,0.6556947231292725,0.5499140024185181,0.37039729952812195,0.5223668813705444,0.13886700570583344,0.09712213277816772,0.9541110396385193
8,0.8391039371490479,0.6494290232658386,0.5447237491607666,0.3767946660518646,0.16991710662841797,0.10159742832183838,0.05948803946375847,1.0049643516540527
9,0.8359847664833069,0.6502010822296143,0.5417798757553101,0.37755146622657776,0.5213998556137085,0.11533887684345245,0.08789137750864029,1.0241892337799072
10,0.8386812806129456,0.6466116905212402,0.5446834564208984,0.38128039240837097,0.5130430459976196,0.1132984533905983,0.0858466774225235,1.0541151762008667
11,0.8504295349121094,0.6698557138442993,0.5685418844223022,0.3546237647533417,0.5185354948043823,0.11549746245145798,0.08741998672485352,1.0153101682662964
12,0.8475000262260437,0.6590490937232971,0.5562850832939148,0.3671388328075409,0.5166600942611694,0.11971394717693329,0.08880322426557541,0.991002082824707
13,0.8495276570320129,0.6724092364311218,0.5690513253211975,0.35287994146347046,0.4365161657333374,0.10797925293445587,0.0760844498872757,1.012129306793213
14,0.8469209671020508,0.6711685061454773,0.5698958039283752,0.3540041744709015,0.526589035987854,0.11686292290687561,0.08877446502447128,1.0182138681411743
15,0.8414642214775085,0.6664013862609863,0.5601029992103577,0.3599475622177124,0.5270440578460693,0.11673467606306076,0.08826027810573578,1.0226514339447021
16,0.8369778990745544,0.6724125742912292,0.5676096081733704,0.35362884402275085,0.13384759426116943,0.06947382539510727,0.03837692737579346,1.065470814704895
17,0.8521164655685425,0.6723330616950989,0.5700036883354187,0.35454490780830383,0.5211970806121826,0.11586346477270126,0.0879649668931961,1.0295332670211792
18,0.8571107983589172,0.6888786554336548,0.5889390110969543,0.33532413840293884,0.5168613195419312,0.11434870213270187,0.08654466271400452,1.0412126779556274
19,0.841945230960846,0.6828289031982422,0.5795185565948486,0.34232544898986816,0.5254334211349487,0.1157933697104454,0.08822200447320938,1.0215322971343994
20,0.8544995188713074,0.690310537815094,0.587409496307373,0.33421027660369873,0.5221641063690186,0.11323727667331696,0.08718931674957275,1.055542230606079
21,0.8433905839920044,0.6750019788742065,0.5717441439628601,0.3524584472179413,0.5297822952270508,0.11621420830488205,0.08888857066631317,1.023188591003418
22,0.8554075360298157,0.6794929504394531,0.5776342153549194,0.3457601070404053,0.5230172872543335,0.1165352389216423,0.08840270340442657,1.0352911949157715
23,0.858842670917511,0.6939129829406738,0.592746376991272,0.329731822013855,0.516870379447937,0.11414966732263565,0.08673706650733948,1.0295770168304443
24,0.84835284948349,0.6867395639419556,0.5834411382675171,0.33772072196006775,0.5215234756469727,0.11439553648233414,0.08732106536626816,1.0354925394058228
25,0.8424962162971497,0.6750537753105164,0.5697498321533203,0.3526913523674011,0.5042849779129028,0.11156797409057617,0.08417793363332748,1.0844273567199707
26,0.8590486645698547,0.6914750933647156,0.5896841883659363,0.33254027366638184,0.5033010244369507,0.11598514020442963,0.08646054565906525,1.0150679349899292
27,0.8617589473724365,0.6824243068695068,0.5807580947875977,0.3417879045009613,0.5155932903289795,0.11233790218830109,0.08623766899108887,1.065682291984558
28,0.8523976802825928,0.688474714756012,0.5832580327987671,0.3361893594264984,0.5230516195297241,0.1162784993648529,0.08827552944421768,1.0332226753234863
29,0.8467749357223511,0.6842202544212341,0.577025294303894,0.3412681519985199,0.5139249563217163,0.11944929510354996,0.08916562050580978,1.0645359754562378
30,0.8551580309867859,0.6879451274871826,0.5855101943016052,0.3373890221118927,0.546393632888794,0.16515643894672394,0.11841488629579544,0.957014799118042
31,0.8630845546722412,0.6943663954734802,0.5932106971740723,0.32977956533432007,0.5173481702804565,0.11814519017934799,0.08864423632621765,1.0472394227981567
32,0.855927586555481,0.7009738683700562,0.5996614694595337,0.32314127683639526,0.5297898054122925,0.12010125070810318,0.09102798998355865,1.0396530628204346
33,0.8537811636924744,0.6937169432640076,0.586266040802002,0.3304257094860077,0.5700945854187012,0.20022545754909515,0.14663049578666687,0.9093775749206543
34,0.8614428043365479,0.6931500434875488,0.5917668342590332,0.3308999836444855,0.5333092212677002,0.17020951211452484,0.12128723412752151,0.9664596319198608
35,0.8555490374565125,0.7015512585639954,0.6004790663719177,0.32316145300865173,0.5401829481124878,0.16137298941612244,0.11540114879608154,0.9860121607780457
36,0.8467940092086792,0.670085072517395,0.5655831098556519,0.3569618761539459,0.6333818435668945,0.2977941036224365,0.22157788276672363,0.7987658977508545
37,0.8569061160087585,0.6947605013847351,0.5925926566123962,0.3308194577693939,0.6453882455825806,0.3272206485271454,0.24053937196731567,0.7468749284744263
38,0.8591333031654358,0.7034213542938232,0.5997151732444763,0.3207598030567169,0.5675152540206909,0.2592952251434326,0.1801060438156128,0.8345670104026794
39,0.8536084890365601,0.6897671222686768,0.5907742977142334,0.3366162180900574,0.5826343297958374,0.3023321330547333,0.2107229083776474,0.7780425548553467
40,0.8550058007240295,0.6923230886459351,0.5912613272666931,0.3345024883747101,0.6824769973754883,0.3781973123550415,0.27354997396469116,0.6822512745857239
41,0.8591855764389038,0.6990535855293274,0.598678708076477,0.32510530948638916,0.6853417158126831,0.38040295243263245,0.28363150358200073,0.6833937168121338
42,0.8571000695228577,0.6994004249572754,0.5923967957496643,0.3270970582962036,0.605925440788269,0.31076520681381226,0.2196989208459854,0.777580201625824
43,0.8652563095092773,0.7031004428863525,0.6029379367828369,0.3193853497505188,0.6577457189559937,0.4698958694934845,0.3541281223297119,0.5999743938446045
44,0.8611666560173035,0.7005119919776917,0.6018776297569275,0.3231612741947174,0.7303154468536377,0.5555306077003479,0.4347904920578003,0.4899424612522125
45,0.8612063527107239,0.7021306753158569,0.5982456207275391,0.3209601044654846,0.7945784330368042,0.6098114848136902,0.4851464629173279,0.4293736219406128
46,0.8666919469833374,0.7085974216461182,0.6109982132911682,0.31422266364097595,0.7481642961502075,0.5193790197372437,0.3969117999076843,0.5295502543449402
47,0.8656770586967468,0.7154896259307861,0.6161556839942932,0.30769696831703186,0.8108644485473633,0.6463119983673096,0.529461145401001,0.3859562873840332
48,0.8740203976631165,0.7325513958930969,0.6345625519752502,0.2896839380264282,0.839755654335022,0.6813951730728149,0.5756760239601135,0.35037505626678467
49,0.8690721988677979,0.7165036201477051,0.6180518865585327,0.3055884838104248,0.7870378494262695,0.5378319621086121,0.4243354797363281,0.5071588158607483
50,0.8692331910133362,0.7169373035430908,0.6184680461883545,0.3051576018333435,0.8361083269119263,0.6685303449630737,0.5675391554832458,0.36098408699035645
51,0.8733761310577393,0.733031153678894,0.6370723843574524,0.2879520654678345,0.8509074449539185,0.6974825859069824,0.5941525101661682,0.3317423462867737
52,0.867095410823822,0.7229869365692139,0.6251568794250488,0.3003838360309601,0.8473838567733765,0.6872767806053162,0.5902644991874695,0.3451686501502991
53,0.8770485520362854,0.7163870334625244,0.6226223111152649,0.3042946457862854,0.8331927061080933,0.6725732088088989,0.5707488059997559,0.35904017090797424
54,0.8640679121017456,0.7093698382377625,0.6099483370780945,0.31391215324401855,0.7040702104568481,0.5741522908210754,0.4673111140727997,0.5144041180610657
55,0.8628746867179871,0.7045707106590271,0.6056850552558899,0.3184010088443756,0.8219959735870361,0.6705533266067505,0.5696887969970703,0.36995750665664673
56,0.8714933395385742,0.7124565839767456,0.6138743758201599,0.3097207844257355,0.799412727355957,0.5615772008895874,0.44772493839263916,0.4878230690956116
57,0.8754516839981079,0.7206487059593201,0.6262527108192444,0.2998195290565491,0.8516402244567871,0.6889090538024902,0.5919226408004761,0.3406171500682831
58,0.8727573156356812,0.730155348777771,0.6319774985313416,0.29300999641418457,0.8324103355407715,0.6926019787788391,0.5860236883163452,0.34129512310028076
59,0.876998245716095,0.7450572848320007,0.6487915515899658,0.2758375406265259,0.830116868019104,0.685769259929657,0.5851452350616455,0.3452799618244171
