epoch,accuracy,loss,val_accuracy,val_loss
0,0.39760392904281616,0.1570906788110733,0.34427475929260254,0.10526828467845917
1,0.4190342426300049,0.10232400894165039,0.3751383125782013,0.09750627726316452
2,0.43189138174057007,0.09087454527616501,0.39292100071907043,0.08957671374082565
3,0.44080209732055664,0.08396419882774353,0.4433211088180542,0.08153317123651505
4,0.4562942385673523,0.07991425693035126,0.44691362977027893,0.08064308017492294
5,0.45732390880584717,0.07543983310461044,0.4502764940261841,0.07729563117027283
6,0.4626978635787964,0.07287465780973434,0.4511280655860901,0.07518504559993744
7,0.47193068265914917,0.07083551585674286,0.4704374670982361,0.0706084668636322
8,0.4737470746040344,0.06935299932956696,0.4756104648113251,0.0705626830458641
9,0.4774767756462097,0.06765491515398026,0.4775790274143219,0.06871072947978973
10,0.483826220035553,0.0651085153222084,0.46328186988830566,0.06960824877023697
11,0.48214444518089294,0.06458976119756699,0.48595893383026123,0.06406787037849426
12,0.48944517970085144,0.06410296261310577,0.45578405261039734,0.06682216376066208
13,0.49022430181503296,0.06300067156553268,0.5083409547805786,0.06556864827871323
14,0.4919937551021576,0.06187004595994949,0.4736558198928833,0.06346576660871506
15,0.4941631853580475,0.06084003672003746,0.48960092663764954,0.06505370885133743
16,0.49317535758018494,0.06144554540514946,0.4678654372692108,0.06369653344154358
17,0.5011758804321289,0.058072835206985474,0.5025115013122559,0.059464018791913986
18,0.502471923828125,0.05875731632113457,0.505446195602417,0.062355875968933105
19,0.510308027267456,0.056483689695596695,0.5035970211029053,0.060447800904512405
20,0.5067713260650635,0.05661469325423241,0.5056025385856628,0.05986294150352478
21,0.5076852440834045,0.05624449625611305,0.5116860866546631,0.05941584333777428
22,0.5057221055030823,0.05409534275531769,0.504984438419342,0.0575144998729229
23,0.5198359489440918,0.05340798571705818,0.5178318023681641,0.055802829563617706
24,0.5094712376594543,0.05111950635910034,0.5198310613632202,0.056868214160203934
25,0.5103878378868103,0.05030752718448639,0.5177217721939087,0.054610952734947205
26,0.530357837677002,0.04534891992807388,0.49085137248039246,0.053265105932950974
27,0.5379948019981384,0.04254375025629997,0.5237103700637817,0.05015256628394127
28,0.5439744591712952,0.04083209112286568,0.5275266170501709,0.04638230800628662
29,0.5566080212593079,0.04023630917072296,0.5359112024307251,0.045910902321338654
